wtd_range_FusionHeat,wtd_mean_FusionHeat,entropy_ElectronAffinity,gmean_atomic_radius,wtd_entropy_atomic_radius,wtd_gmean_atomic_radius,wtd_range_atomic_mass,wtd_mean_Valence,wtd_std_ThermalConductivity,wtd_gmean_Valence,wtd_gmean_FusionHeat,range_atomic_radius,range_ThermalConductivity,range_fie,critical_temp
s01_below_1,s01_below_4,s5_1_1,s2_131_136,s4_1_1,s01_below_84,s6_26_42,s04_2_2,s7_138_153,s4_2_2,s1_below_1,s3_142_199,s4_399_399,s6_764_773,s2_30_up
s01_below_1,s01_below_4,s4_0_1,s1_below_131,s4_1_1,s01_below_84,s6_26_42,s04_2_2,s7_138_153,s4_2_2,s1_below_1,s3_142_199,s4_399_399,s6_764_773,s1_below_30
s07_5_8,s05_5_8,s5_1_1,s4_139_142,s1_below_0,s10_174_up,s8_64_up,s06_2_3,s5_58_113,s5_2_3,s6_6_11,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s05_2_3,s05_5_8,s5_1_1,s4_139_142,s3_0_1,s07_131_146,s8_64_up,s05_2_2,s8_153_167,s4_2_2,s4_1_4,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s06_3_5,s05_5_8,s5_1_1,s4_139_142,s3_0_1,s10_174_up,s8_64_up,s06_2_3,s6_113_138,s5_2_3,s5_4_6,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s05_2_3,s05_5_8,s9_1_up,s7_158_173,s4_1_1,s07_131_146,s8_64_up,s05_2_2,s8_153_167,s4_2_2,s4_1_4,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s06_3_5,s05_5_8,s5_1_1,s3_136_139,s5_1_1,s06_113_131,s5_21_26,s03_2_2,s9_167_up,s3_2_2,s4_1_4,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s06_3_5,s05_5_8,s5_1_1,s3_136_139,s5_1_1,s06_113_131,s5_21_26,s03_2_2,s9_167_up,s3_2_2,s4_1_4,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s06_3_5,s06_8_10,s5_1_1,s4_139_142,s5_1_1,s06_113_131,s5_21_26,s03_2_2,s9_167_up,s4_2_2,s4_1_4,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s06_3_5,s05_5_8,s5_1_1,s4_139_142,s5_1_1,s06_113_131,s5_21_26,s03_2_2,s9_167_up,s3_2_2,s4_1_4,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s06_3_5,s05_5_8,s5_1_1,s4_139_142,s5_1_1,s06_113_131,s6_26_42,s03_2_2,s9_167_up,s3_2_2,s4_1_4,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s06_3_5,s05_5_8,s5_1_1,s4_139_142,s4_1_1,s06_113_131,s6_26_42,s02_2_2,s9_167_up,s2_2_2,s4_1_4,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s06_3_5,s05_5_8,s5_1_1,s4_139_142,s4_1_1,s06_113_131,s6_26_42,s01_below_2,s9_167_up,s1_below_2,s4_1_4,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s04_2_2,s02_4_4,s5_1_1,s3_136_139,s5_1_1,s03_87_89,s2_10_14,s01_below_2,s8_153_167,s2_2_2,s2_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s07_5_8,s06_8_10,s5_1_1,s3_136_139,s4_1_1,s08_146_154,s6_26_42,s03_2_2,s9_167_up,s3_2_2,s5_4_6,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s03_1_2,s02_4_4,s5_1_1,s3_136_139,s6_1_1,s02_84_87,s2_10_14,s03_2_2,s7_138_153,s3_2_2,s2_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s03_1_2,s02_4_4,s5_1_1,s3_136_139,s6_1_1,s02_84_87,s2_10_14,s03_2_2,s7_138_153,s3_2_2,s2_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s01_below_1,s02_4_4,s5_1_1,s3_136_139,s6_1_1,s03_87_89,s2_10_14,s03_2_2,s6_113_138,s3_2_2,s2_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s06_3_5,s05_5_8,s5_1_1,s3_136_139,s5_1_1,s06_113_131,s5_21_26,s03_2_2,s9_167_up,s3_2_2,s4_1_4,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s03_1_2,s02_4_4,s5_1_1,s4_139_142,s6_1_1,s01_below_84,s1_below_10,s02_2_2,s8_153_167,s2_2_2,s1_below_1,s4_199_205,s4_399_399,s7_773_810,s1_below_30
s03_1_2,s02_4_4,s5_1_1,s4_139_142,s6_1_1,s01_below_84,s1_below_10,s02_2_2,s8_153_167,s2_2_2,s1_below_1,s4_199_205,s4_399_399,s7_773_810,s1_below_30
s03_1_2,s02_4_4,s5_1_1,s4_139_142,s6_1_1,s01_below_84,s1_below_10,s02_2_2,s8_153_167,s2_2_2,s1_below_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s03_1_2,s03_4_5,s5_1_1,s4_139_142,s6_1_1,s01_below_84,s1_below_10,s02_2_2,s8_153_167,s2_2_2,s2_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s03_1_2,s04_5_5,s5_1_1,s4_139_142,s6_1_1,s01_below_84,s1_below_10,s02_2_2,s8_153_167,s2_2_2,s2_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s03_1_2,s03_4_5,s5_1_1,s4_139_142,s6_1_1,s01_below_84,s1_below_10,s02_2_2,s8_153_167,s2_2_2,s2_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s03_1_2,s05_5_8,s5_1_1,s4_139_142,s6_1_1,s01_below_84,s1_below_10,s02_2_2,s8_153_167,s2_2_2,s2_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s07_5_8,s06_8_10,s5_1_1,s3_136_139,s4_1_1,s09_154_174,s6_26_42,s03_2_2,s9_167_up,s4_2_2,s6_6_11,s4_199_205,s4_399_399,s7_773_810,s1_below_30
s07_5_8,s06_8_10,s5_1_1,s5_142_152,s4_1_1,s09_154_174,s6_26_42,s03_2_2,s9_167_up,s3_2_2,s5_4_6,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s07_5_8,s06_8_10,s5_1_1,s4_139_142,s4_1_1,s09_154_174,s6_26_42,s03_2_2,s9_167_up,s4_2_2,s6_6_11,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s07_5_8,s06_8_10,s5_1_1,s3_136_139,s4_1_1,s08_146_154,s6_26_42,s03_2_2,s9_167_up,s3_2_2,s5_4_6,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s03_1_2,s02_4_4,s5_1_1,s3_136_139,s5_1_1,s01_below_84,s2_10_14,s01_below_2,s8_153_167,s1_below_2,s1_below_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s05_2_3,s05_5_8,s5_1_1,s3_136_139,s4_1_1,s07_131_146,s6_26_42,s04_2_2,s9_167_up,s4_2_2,s4_1_4,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s06_3_5,s05_5_8,s5_1_1,s3_136_139,s5_1_1,s06_113_131,s6_26_42,s03_2_2,s9_167_up,s4_2_2,s4_1_4,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s01_below_1,s01_below_4,s5_1_1,s4_139_142,s6_1_1,s02_84_87,s6_26_42,s04_2_2,s6_113_138,s4_2_2,s1_below_1,s4_199_205,s4_399_399,s7_773_810,s1_below_30
s01_below_1,s01_below_4,s5_1_1,s2_131_136,s4_1_1,s01_below_84,s6_26_42,s04_2_2,s7_138_153,s4_2_2,s1_below_1,s3_142_199,s4_399_399,s6_764_773,s2_30_up
s05_2_3,s05_5_8,s8_1_1,s5_142_152,s4_1_1,s07_131_146,s8_64_up,s05_2_2,s8_153_167,s4_2_2,s4_1_4,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s01_below_1,s01_below_4,s5_1_1,s2_131_136,s5_1_1,s01_below_84,s6_26_42,s04_2_2,s7_138_153,s4_2_2,s1_below_1,s3_142_199,s4_399_399,s6_764_773,s1_below_30
s06_3_5,s05_5_8,s5_1_1,s3_136_139,s5_1_1,s06_113_131,s5_21_26,s03_2_2,s9_167_up,s3_2_2,s4_1_4,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s03_1_2,s02_4_4,s5_1_1,s4_139_142,s6_1_1,s01_below_84,s1_below_10,s02_2_2,s8_153_167,s2_2_2,s1_below_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s06_3_5,s05_5_8,s5_1_1,s4_139_142,s4_1_1,s02_84_87,s6_26_42,s04_2_2,s7_138_153,s4_2_2,s4_1_4,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s03_1_2,s02_4_4,s5_1_1,s3_136_139,s4_1_1,s01_below_84,s2_10_14,s03_2_2,s7_138_153,s3_2_2,s1_below_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s01_below_1,s01_below_4,s5_1_1,s3_136_139,s4_1_1,s01_below_84,s6_26_42,s04_2_2,s7_138_153,s4_2_2,s1_below_1,s4_199_205,s4_399_399,s7_773_810,s1_below_30
s01_below_1,s01_below_4,s5_1_1,s2_131_136,s4_1_1,s01_below_84,s6_26_42,s04_2_2,s7_138_153,s4_2_2,s1_below_1,s3_142_199,s4_399_399,s6_764_773,s2_30_up
s01_below_1,s01_below_4,s5_1_1,s3_136_139,s4_1_1,s01_below_84,s6_26_42,s04_2_2,s6_113_138,s4_2_2,s1_below_1,s3_142_199,s4_399_399,s6_764_773,s1_below_30
s02_1_1,s01_below_4,s7_1_1,s3_136_139,s4_1_1,s01_below_84,s6_26_42,s04_2_2,s6_113_138,s4_2_2,s1_below_1,s3_142_199,s4_399_399,s6_764_773,s1_below_30
s02_1_1,s01_below_4,s7_1_1,s3_136_139,s4_1_1,s01_below_84,s6_26_42,s04_2_2,s6_113_138,s4_2_2,s1_below_1,s3_142_199,s4_399_399,s6_764_773,s1_below_30
s02_1_1,s01_below_4,s5_1_1,s3_136_139,s4_1_1,s01_below_84,s6_26_42,s04_2_2,s6_113_138,s4_2_2,s1_below_1,s3_142_199,s4_399_399,s6_764_773,s2_30_up
s01_below_1,s01_below_4,s6_1_1,s2_131_136,s4_1_1,s01_below_84,s6_26_42,s04_2_2,s6_113_138,s4_2_2,s1_below_1,s3_142_199,s4_399_399,s6_764_773,s2_30_up
s01_below_1,s01_below_4,s7_1_1,s2_131_136,s4_1_1,s01_below_84,s6_26_42,s04_2_2,s6_113_138,s4_2_2,s1_below_1,s3_142_199,s4_399_399,s6_764_773,s1_below_30
s01_below_1,s01_below_4,s8_1_1,s2_131_136,s4_1_1,s01_below_84,s6_26_42,s04_2_2,s6_113_138,s4_2_2,s1_below_1,s3_142_199,s4_399_399,s6_764_773,s1_below_30
s02_1_1,s01_below_4,s5_1_1,s2_131_136,s4_1_1,s01_below_84,s6_26_42,s04_2_2,s6_113_138,s4_2_2,s1_below_1,s3_142_199,s4_399_399,s6_764_773,s1_below_30
s02_1_1,s01_below_4,s7_1_1,s5_142_152,s5_1_1,s01_below_84,s6_26_42,s04_2_2,s7_138_153,s4_2_2,s1_below_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s02_1_1,s01_below_4,s7_1_1,s5_142_152,s5_1_1,s01_below_84,s6_26_42,s04_2_2,s7_138_153,s4_2_2,s1_below_1,s3_142_199,s4_399_399,s7_773_810,s2_30_up
s02_1_1,s01_below_4,s7_1_1,s5_142_152,s5_1_1,s01_below_84,s6_26_42,s04_2_2,s7_138_153,s4_2_2,s1_below_1,s3_142_199,s4_399_399,s6_764_773,s2_30_up
s01_below_1,s01_below_4,s7_1_1,s5_142_152,s5_1_1,s01_below_84,s6_26_42,s04_2_2,s7_138_153,s4_2_2,s1_below_1,s3_142_199,s4_399_399,s6_764_773,s2_30_up
s03_1_2,s04_5_5,s6_1_1,s4_139_142,s6_1_1,s04_89_92,s4_18_21,s02_2_2,s8_153_167,s3_2_2,s3_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s03_1_2,s04_5_5,s6_1_1,s4_139_142,s6_1_1,s04_89_92,s4_18_21,s03_2_2,s8_153_167,s3_2_2,s3_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s04_2_2,s04_5_5,s6_1_1,s4_139_142,s6_1_1,s03_87_89,s4_18_21,s02_2_2,s8_153_167,s2_2_2,s3_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s04_2_2,s04_5_5,s6_1_1,s4_139_142,s6_1_1,s03_87_89,s4_18_21,s02_2_2,s8_153_167,s2_2_2,s3_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s03_1_2,s04_5_5,s6_1_1,s4_139_142,s6_1_1,s03_87_89,s4_18_21,s02_2_2,s8_153_167,s2_2_2,s3_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s04_2_2,s04_5_5,s5_1_1,s3_136_139,s6_1_1,s03_87_89,s2_10_14,s01_below_2,s8_153_167,s2_2_2,s3_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s04_2_2,s04_5_5,s7_1_1,s1_below_131,s6_1_1,s05_92_113,s3_14_18,s05_2_2,s8_153_167,s4_2_2,s4_1_4,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s04_2_2,s05_5_8,s6_1_1,s1_below_131,s6_1_1,s05_92_113,s3_14_18,s04_2_2,s8_153_167,s4_2_2,s4_1_4,s4_199_205,s5_399_up,s7_773_810,s2_30_up
s04_2_2,s04_5_5,s5_1_1,s3_136_139,s6_1_1,s03_87_89,s2_10_14,s01_below_2,s8_153_167,s2_2_2,s3_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s04_2_2,s04_5_5,s5_1_1,s3_136_139,s6_1_1,s03_87_89,s2_10_14,s01_below_2,s8_153_167,s2_2_2,s3_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s04_2_2,s03_4_5,s5_1_1,s4_139_142,s6_1_1,s04_89_92,s2_10_14,s01_below_2,s8_153_167,s2_2_2,s3_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s04_2_2,s04_5_5,s5_1_1,s3_136_139,s6_1_1,s03_87_89,s2_10_14,s01_below_2,s8_153_167,s2_2_2,s3_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s04_2_2,s04_5_5,s5_1_1,s3_136_139,s6_1_1,s03_87_89,s2_10_14,s01_below_2,s8_153_167,s2_2_2,s3_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s04_2_2,s04_5_5,s5_1_1,s3_136_139,s6_1_1,s03_87_89,s2_10_14,s01_below_2,s8_153_167,s2_2_2,s3_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s04_2_2,s04_5_5,s5_1_1,s3_136_139,s6_1_1,s03_87_89,s2_10_14,s01_below_2,s8_153_167,s2_2_2,s3_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s03_1_2,s04_5_5,s5_1_1,s4_139_142,s6_1_1,s02_84_87,s1_below_10,s01_below_2,s8_153_167,s1_below_2,s2_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s03_1_2,s02_4_4,s7_1_1,s6_152_158,s6_1_1,s02_84_87,s4_18_21,s01_below_2,s8_153_167,s1_below_2,s2_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s04_2_2,s04_5_5,s5_1_1,s3_136_139,s6_1_1,s03_87_89,s2_10_14,s01_below_2,s8_153_167,s2_2_2,s3_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s04_2_2,s04_5_5,s5_1_1,s3_136_139,s6_1_1,s03_87_89,s2_10_14,s01_below_2,s8_153_167,s2_2_2,s3_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s04_2_2,s04_5_5,s5_1_1,s3_136_139,s6_1_1,s03_87_89,s2_10_14,s01_below_2,s8_153_167,s2_2_2,s3_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s01_below_1,s03_4_5,s8_1_1,s5_142_152,s6_1_1,s02_84_87,s4_18_21,s04_2_2,s6_113_138,s4_2_2,s2_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s03_1_2,s02_4_4,s5_1_1,s5_142_152,s6_1_1,s01_below_84,s1_below_10,s02_2_2,s8_153_167,s3_2_2,s1_below_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s03_1_2,s02_4_4,s5_1_1,s5_142_152,s6_1_1,s01_below_84,s1_below_10,s02_2_2,s8_153_167,s2_2_2,s1_below_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s01_below_1,s01_below_4,s5_1_1,s5_142_152,s5_1_1,s01_below_84,s1_below_10,s01_below_2,s6_113_138,s1_below_2,s1_below_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s03_1_2,s02_4_4,s5_1_1,s5_142_152,s6_1_1,s01_below_84,s1_below_10,s01_below_2,s8_153_167,s1_below_2,s1_below_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s03_1_2,s02_4_4,s5_1_1,s5_142_152,s5_1_1,s01_below_84,s2_10_14,s01_below_2,s8_153_167,s1_below_2,s1_below_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s03_1_2,s02_4_4,s5_1_1,s5_142_152,s5_1_1,s01_below_84,s3_14_18,s01_below_2,s8_153_167,s1_below_2,s1_below_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s03_1_2,s02_4_4,s5_1_1,s5_142_152,s6_1_1,s01_below_84,s1_below_10,s01_below_2,s8_153_167,s1_below_2,s1_below_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s03_1_2,s02_4_4,s5_1_1,s3_136_139,s6_1_1,s01_below_84,s2_10_14,s01_below_2,s8_153_167,s1_below_2,s1_below_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s02_1_1,s03_4_5,s5_1_1,s1_below_131,s6_1_1,s02_84_87,s5_21_26,s05_2_2,s7_138_153,s4_2_2,s3_1_1,s3_142_199,s4_399_399,s5_527_764,s1_below_30
s05_2_3,s05_5_8,s5_1_1,s1_below_131,s5_1_1,s06_113_131,s7_42_64,s06_2_3,s9_167_up,s5_2_3,s4_1_4,s3_142_199,s4_399_399,s5_527_764,s1_below_30
s07_5_8,s07_10_15,s5_1_1,s4_139_142,s4_1_1,s09_154_174,s6_26_42,s03_2_2,s9_167_up,s3_2_2,s6_6_11,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s07_5_8,s07_10_15,s5_1_1,s4_139_142,s4_1_1,s09_154_174,s6_26_42,s03_2_2,s9_167_up,s3_2_2,s5_4_6,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s07_5_8,s06_8_10,s5_1_1,s4_139_142,s4_1_1,s09_154_174,s6_26_42,s03_2_2,s9_167_up,s3_2_2,s5_4_6,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s04_2_2,s04_5_5,s5_1_1,s3_136_139,s6_1_1,s04_89_92,s2_10_14,s02_2_2,s8_153_167,s2_2_2,s3_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s07_5_8,s06_8_10,s5_1_1,s4_139_142,s4_1_1,s08_146_154,s6_26_42,s04_2_2,s9_167_up,s4_2_2,s5_4_6,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s07_5_8,s06_8_10,s5_1_1,s4_139_142,s4_1_1,s09_154_174,s6_26_42,s04_2_2,s9_167_up,s4_2_2,s5_4_6,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s07_5_8,s06_8_10,s5_1_1,s3_136_139,s4_1_1,s08_146_154,s6_26_42,s04_2_2,s9_167_up,s4_2_2,s5_4_6,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s07_5_8,s06_8_10,s5_1_1,s4_139_142,s4_1_1,s08_146_154,s6_26_42,s04_2_2,s9_167_up,s4_2_2,s5_4_6,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s04_2_2,s04_5_5,s5_1_1,s3_136_139,s6_1_1,s03_87_89,s2_10_14,s01_below_2,s8_153_167,s2_2_2,s3_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s03_1_2,s04_5_5,s8_1_1,s4_139_142,s6_1_1,s03_87_89,s4_18_21,s01_below_2,s8_153_167,s2_2_2,s3_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s04_2_2,s04_5_5,s7_1_1,s2_131_136,s6_1_1,s03_87_89,s4_18_21,s02_2_2,s8_153_167,s2_2_2,s3_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s04_2_2,s04_5_5,s7_1_1,s2_131_136,s6_1_1,s03_87_89,s4_18_21,s02_2_2,s8_153_167,s2_2_2,s3_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s01_below_1,s01_below_4,s5_1_1,s2_131_136,s4_1_1,s01_below_84,s6_26_42,s04_2_2,s7_138_153,s4_2_2,s1_below_1,s3_142_199,s4_399_399,s6_764_773,s2_30_up
s02_1_1,s01_below_4,s8_1_1,s2_131_136,s4_1_1,s01_below_84,s6_26_42,s04_2_2,s6_113_138,s4_2_2,s1_below_1,s3_142_199,s4_399_399,s6_764_773,s1_below_30
s01_below_1,s01_below_4,s8_1_1,s2_131_136,s4_1_1,s01_below_84,s6_26_42,s04_2_2,s6_113_138,s4_2_2,s1_below_1,s3_142_199,s4_399_399,s6_764_773,s1_below_30
s04_2_2,s04_5_5,s7_1_1,s2_131_136,s6_1_1,s03_87_89,s4_18_21,s02_2_2,s8_153_167,s2_2_2,s3_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
s04_2_2,s04_5_5,s7_1_1,s2_131_136,s6_1_1,s03_87_89,s4_18_21,s02_2_2,s8_153_167,s2_2_2,s3_1_1,s4_199_205,s4_399_399,s7_773_810,s2_30_up
